id,code_a,description_a,description_b,description_c,code_b,is_manual_target,use_fairy_ui
1020217,Door_Left,manual_ui-11020217,manual_ui-21020217,manual_ui-31020217,Console_Icon,0,0
1020218,Door_Left,manual_ui-11020218,manual_ui-21020218,manual_ui-31020218,Console_Icon,0,0
1020219,Door_Left,manual_ui-11020219,manual_ui-21020219,manual_ui-31020219,Console_Icon,0,0
1020306,Door_Left,manual_ui-11020306,manual_ui-21020306,manual_ui-31020306,Console_Icon,0,0
1020307,Door_Left,manual_ui-11020307,manual_ui-21020307,manual_ui-31020307,Console_Icon,0,0
1020308,Door_Left,manual_ui-11020308,manual_ui-21020308,manual_ui-31020308,Console_Icon,0,0
1020309,Door_Left,manual_ui-11020309,manual_ui-21020309,manual_ui-31020309,Console_Icon,0,0
1020310,Door_Left,manual_ui-11020310,manual_ui-21020310,manual_ui-31020310,Console_Icon,0,0
1020311,Door_Left,manual_ui-11020311,manual_ui-21020311,manual_ui-31020311,Console_Icon,0,0
1020312,Door_Left,manual_ui-11020312,manual_ui-21020312,manual_ui-31020312,Console_Icon,0,0
1020313,Door_Left,manual_ui-11020313,manual_ui-21020313,manual_ui-31020313,Console_Icon,0,0
1020314,Door_Left,manual_ui-11020314,manual_ui-21020314,manual_ui-31020314,Console_Icon,0,0
1020406,Door_Left,manual_ui-11020406,manual_ui-21020406,manual_ui-31020406,Console_Icon,0,0
1020407,Door_Left,manual_ui-11020407,manual_ui-21020407,manual_ui-31020407,Console_Icon,0,0
1020408,Door_Left,manual_ui-11020408,manual_ui-21020408,manual_ui-31020408,Console_Icon,0,0
1020409,Door_Left,manual_ui-11020409,manual_ui-21020409,manual_ui-31020409,Console_Icon,0,0
1020410,Door_Left,manual_ui-11020410,manual_ui-21020410,manual_ui-31020410,Console_Icon,0,0
1020411,Door_Left,manual_ui-11020411,manual_ui-21020411,manual_ui-31020411,Console_Icon,0,0
1020506,Door_Left,manual_ui-11020506,manual_ui-21020506,manual_ui-31020506,Console_Icon,0,0
1020507,Door_Left,manual_ui-11020507,manual_ui-21020507,manual_ui-31020507,Console_Icon,0,0
1020508,Door_Left,manual_ui-11020508,manual_ui-21020508,manual_ui-31020508,Console_Icon,0,0
1020509,Door_Left,manual_ui-11020509,manual_ui-21020509,manual_ui-31020509,Console_Icon,0,0
1020606,Door_Left,manual_ui-11020606,manual_ui-21020606,manual_ui-31020606,Console_Icon,0,0
1020607,Door_Left,manual_ui-11020607,manual_ui-21020607,manual_ui-31020607,Console_Icon,0,0
1020608,Door_Left,manual_ui-11020608,manual_ui-21020608,manual_ui-31020608,Console_Icon,0,0
1020609,Door_Left,manual_ui-11020609,manual_ui-21020609,manual_ui-31020609,Console_Icon,0,0
1020706,Door_Left,manual_ui-11020706,manual_ui-21020706,manual_ui-31020706,Console_Icon,0,0
1020707,Door_Left,manual_ui-11020707,manual_ui-21020707,manual_ui-31020707,Console_Icon,0,0
1020708,Door_Left,manual_ui-11020708,manual_ui-21020708,manual_ui-31020708,Console_Icon,0,0
1020709,Door_Left,manual_ui-11020709,manual_ui-21020709,manual_ui-31020709,Console_Icon,0,0
1020806,Door_Left,manual_ui-11020806,manual_ui-21020806,manual_ui-31020806,Console_Icon,0,0
1020807,Door_Left,manual_ui-11020807,manual_ui-21020807,manual_ui-31020807,Console_Icon,0,0
1020906,Door_Left,manual_ui-11020906,manual_ui-21020906,manual_ui-31020906,Console_Icon,0,0
1020907,Door_Left,manual_ui-11020907,manual_ui-21020907,manual_ui-31020907,Console_Icon,0,0
1021006,Door_Left,manual_ui-11021006,manual_ui-21021006,manual_ui-31021006,Console_Icon,0,0
1021007,Door_Left,manual_ui-11021007,manual_ui-21021007,manual_ui-31021007,Console_Icon,0,0
1021106,Door_Left,manual_ui-11021106,manual_ui-21021106,manual_ui-31021106,Console_Icon,0,0
1021107,Door_Left,manual_ui-11021107,manual_ui-21021107,manual_ui-31021107,Console_Icon,0,0
1021206,Door_Left,manual_ui-11021206,manual_ui-21021206,manual_ui-31021206,Console_Icon,0,0
1021207,Door_Left,manual_ui-11021207,manual_ui-21021207,manual_ui-31021207,Console_Icon,0,0
1021306,Door_Left,manual_ui-11021306,manual_ui-21021306,manual_ui-31021306,Console_Icon,0,0
1021307,Door_Left,manual_ui-11021307,manual_ui-21021307,manual_ui-31021307,Console_Icon,0,0
1030101,Boomer,manual_ui-11030101,manual_ui-21030101,manual_ui-31030101,Squad_Icon,0,0
1030201,Boomer,manual_ui-11030201,manual_ui-21030201,manual_ui-31030201,Squad_Icon,0,0
1030301,Boomer,manual_ui-11030301,manual_ui-21030301,manual_ui-31030301,Squad_Icon,0,0
1030401,Boomer,manual_ui-11030401,manual_ui-21030401,manual_ui-31030401,Squad_Icon,0,0
1030501,Boomer,manual_ui-11030501,manual_ui-21030501,manual_ui-31030501,Squad_Icon,0,0
1030601,Boomer,manual_ui-11030601,manual_ui-21030601,manual_ui-31030601,Squad_Icon,0,0
1060105,MissileLauncher,manual_ui-11060105,manual_ui-21060105,manual_ui-31060105,Console_Icon,0,0
1060106,MissileLauncher,manual_ui-11060106,manual_ui-21060106,manual_ui-31060106,Console_Icon,0,0
1060107,MissileLauncher,manual_ui-11060107,manual_ui-21060107,manual_ui-31060107,Console_Icon,0,0
1060108,MissileLauncher,manual_ui-11060108,manual_ui-21060108,manual_ui-31060108,Console_Icon,0,0
1060109,MissileLauncher,manual_ui-11060109,manual_ui-21060109,manual_ui-31060109,Console_Icon,0,0
1060110,MissileLauncher,manual_ui-11060110,manual_ui-21060110,manual_ui-31060110,Console_Icon,0,0
1060111,MissileLauncher,manual_ui-11060111,manual_ui-21060111,manual_ui-31060111,Console_Icon,0,0
1060112,MissileLauncher,manual_ui-11060112,manual_ui-21060112,manual_ui-31060112,Console_Icon,0,0
1060205,MissileLauncher,manual_ui-11060205,manual_ui-21060205,manual_ui-31060205,Console_Icon,0,0
1060206,MissileLauncher,manual_ui-11060206,manual_ui-21060206,manual_ui-31060206,Console_Icon,0,0
1060207,MissileLauncher,manual_ui-11060207,manual_ui-21060207,manual_ui-31060207,Console_Icon,0,0
1060208,MissileLauncher,manual_ui-11060208,manual_ui-21060208,manual_ui-31060208,Console_Icon,0,0
1060209,MissileLauncher,manual_ui-11060209,manual_ui-21060209,manual_ui-31060209,Console_Icon,0,0
1060210,MissileLauncher,manual_ui-11060210,manual_ui-21060210,manual_ui-31060210,Console_Icon,0,0
1060211,MissileLauncher,manual_ui-11060211,manual_ui-21060211,manual_ui-31060211,Console_Icon,0,0
1060213,MissileLauncher,manual_ui-11060213,manual_ui-21060213,manual_ui-31060213,Console_Icon,0,0
1060214,MissileLauncher,manual_ui-11060214,manual_ui-21060214,manual_ui-31060214,Console_Icon,0,0
1060215,MissileLauncher,manual_ui-11060215,manual_ui-21060215,manual_ui-31060215,Console_Icon,0,0
1060305,MissileLauncher,manual_ui-11060305,manual_ui-21060305,manual_ui-31060305,Console_Icon,0,0
1060306,MissileLauncher,manual_ui-11060306,manual_ui-21060306,manual_ui-31060306,Console_Icon,0,0
1060307,MissileLauncher,manual_ui-11060307,manual_ui-21060307,manual_ui-31060307,Console_Icon,0,0
1060308,MissileLauncher,manual_ui-11060308,manual_ui-21060308,manual_ui-31060308,Console_Icon,0,0
1060309,MissileLauncher,manual_ui-11060309,manual_ui-21060309,manual_ui-31060309,Console_Icon,0,0
1060310,MissileLauncher,manual_ui-11060310,manual_ui-21060310,manual_ui-31060310,Console_Icon,0,0
1060311,MissileLauncher,manual_ui-11060311,manual_ui-21060311,manual_ui-31060311,Console_Icon,0,0
1060313,MissileLauncher,manual_ui-11060313,manual_ui-21060313,manual_ui-31060313,Console_Icon,0,0
1060314,MissileLauncher,manual_ui-11060314,manual_ui-21060314,manual_ui-31060314,Console_Icon,0,0
1060315,MissileLauncher,manual_ui-11060315,manual_ui-21060315,manual_ui-31060315,Console_Icon,0,0
1060316,MissileLauncher,manual_ui-11060316,manual_ui-21060316,manual_ui-31060316,Console_Icon,0,0
1060405,MissileLauncher,manual_ui-11060405,manual_ui-21060405,manual_ui-31060405,Console_Icon,0,0
1060406,MissileLauncher,manual_ui-11060406,manual_ui-21060406,manual_ui-31060406,Console_Icon,0,0
1060407,MissileLauncher,manual_ui-11060407,manual_ui-21060407,manual_ui-31060407,Console_Icon,0,0
1060505,MissileLauncher,manual_ui-11060505,manual_ui-21060505,manual_ui-31060505,Console_Icon,0,0
1060506,MissileLauncher,manual_ui-11060506,manual_ui-21060506,manual_ui-31060506,Console_Icon,0,0
1060507,MissileLauncher,manual_ui-11060507,manual_ui-21060507,manual_ui-31060507,Console_Icon,0,0
1060605,MissileLauncher,manual_ui-11060605,manual_ui-21060605,manual_ui-31060605,Console_Icon,0,0
1060606,MissileLauncher,manual_ui-11060606,manual_ui-21060606,manual_ui-31060606,Console_Icon,0,0
1060607,MissileLauncher,manual_ui-11060607,manual_ui-21060607,manual_ui-31060607,Console_Icon,0,0
1070101,AirportTower,manual_ui-11070101,manual_ui-21070101,manual_ui-31070101,Console_Icon,0,0
1070102,AirportTower,manual_ui-11070102,manual_ui-21070102,manual_ui-31070102,Console_Icon,0,0
1070201,AirportTower,manual_ui-11070201,manual_ui-21070201,manual_ui-31070201,Console_Icon,0,0
1070202,AirportTower,manual_ui-11070202,manual_ui-21070202,manual_ui-31070202,Console_Icon,0,0
1140101,Build_PortableEMP,manual_ui-11140101,manual_ui-21140101,manual_ui-31140101,Squad_Icon,0,0
1140103,Build_PortableEMP,manual_ui-11140103,manual_ui-21140103,manual_ui-31140103,Squad_Icon,0,0
1150102,Build_Pump,manual_ui-11150102,manual_ui-21150102,manual_ui-31150102,Squad_Icon,0,0
1150202,Build_Pump,manual_ui-11150202,manual_ui-21150202,manual_ui-31150202,Squad_Icon,0,0
1150302,Build_Pump,manual_ui-11150302,manual_ui-21150302,manual_ui-31150302,Squad_Icon,0,0
1150402,Build_Pump,manual_ui-11150402,manual_ui-21150402,manual_ui-31150402,Squad_Icon,0,0
6000001,Console,manual_ui-16000001,manual_ui-26000001,manual_ui-36000001,Console_Icon,0,0
6000002,Boomer,manual_ui-16000002,manual_ui-26000002,manual_ui-36000002,Squad_Icon,0,0
6000003,Rock,manual_ui-16000003,manual_ui-26000003,manual_ui-36000003,Squad_Icon,0,0
6000004,Boomer,manual_ui-16000004,manual_ui-26000004,manual_ui-36000004,Squad_Icon,1,0
6000005,Build_PortableEMP,manual_ui-16000005,manual_ui-26000005,manual_ui-36000005,Squad_Icon,0,0
6000006,Build_PortableEMP,manual_ui-16000006,manual_ui-26000006,manual_ui-36000006,Squad_Icon,1,0
6000007,Substation,manual_ui-16000007,manual_ui-26000007,manual_ui-36000007,Squad_Icon,0,0
6000008,Substation,manual_ui-16000008,manual_ui-26000008,manual_ui-36000008,Squad_Icon,0,0
6000009,EMP,manual_ui-16000009,manual_ui-26000009,manual_ui-36000009,Squad_Icon,0,0
6000010,Portal1,manual_ui-16000010,manual_ui-26000010,manual_ui-36000010,Squad_Icon,0,0
6380201,Console,manual_ui-16380201,manual_ui-26380201,manual_ui-36380201,Console_Icon,0,0
6380202,Console,manual_ui-16380202,manual_ui-26380202,manual_ui-36380202,Console_Icon,0,0
6380203,Console,manual_ui-16380203,manual_ui-26380203,manual_ui-36380203,Console_Icon,0,0
6380204,Console,manual_ui-16380204,manual_ui-26380204,manual_ui-36380204,Console_Icon,0,0
6390301,Console,manual_ui-16390301,manual_ui-26390301,manual_ui-36390301,Console_Icon,0,0
6410101,Boomer,manual_ui-16410101,manual_ui-26410101,manual_ui-36410101,Squad_Icon,0,0
6410102,Boomer,manual_ui-16410102,manual_ui-26410102,manual_ui-36410102,Squad_Icon,0,0
6410401,Console,manual_ui-16410401,manual_ui-26410401,manual_ui-36410401,Console_Icon,0,0
6410501,Console,manual_ui-16410501,manual_ui-26410501,manual_ui-36410501,Console_Icon,0,0
6410701,LiftBlue,manual_ui-16410701,manual_ui-26410701,manual_ui-36410701,Console_Icon,0,0
6410901,Console,manual_ui-16410901,manual_ui-26410901,manual_ui-36410901,Console_Icon,0,0
6411101,Boomer,manual_ui-16411101,manual_ui-26411101,manual_ui-36411101,Squad_Icon,1,0
6411201,Console,manual_ui-16411201,manual_ui-26411201,manual_ui-36411201,Console_Icon,0,0
6411401,Console,manual_ui-16411401,manual_ui-26411401,manual_ui-36411401,Console_Icon,0,0
6430005,Grenade,manual_ui-16430005,manual_ui-26430005,manual_ui-36430005,Squad_Icon,1,0
6430006,Flashbang,manual_ui-16430006,manual_ui-26430006,manual_ui-36430006,Squad_Icon,1,0
6430007,Machine_Gun_Tower,manual_ui-16430007,manual_ui-26430007,manual_ui-36430007,Squad_Icon,1,0
6430008,hk416_agent,manual_ui-16430008,manual_ui-26430008,manual_ui-36430008,Squad_Icon,0,0
6430009,victor_agent,manual_ui-16430009,manual_ui-26430009,manual_ui-36430009,Squad_Icon,0,0
6430011,Grenade,manual_ui-16430011,manual_ui-26430011,manual_ui-36430011,Squad_Icon,0,0
6430012,Flashbang,manual_ui-16430012,manual_ui-26430012,manual_ui-36430012,Squad_Icon,0,0
6430013,Machine_Gun_Tower,manual_ui-16430013,manual_ui-26430013,manual_ui-36430013,Squad_Icon,0,0
6430014,Grenade,manual_ui-16430014,manual_ui-26430014,manual_ui-36430014,Squad_Icon,0,0
6430015,Flashbang,manual_ui-16430015,manual_ui-26430015,manual_ui-36430015,Squad_Icon,0,0
6430016,Machine_Gun_Tower,manual_ui-16430016,manual_ui-26430016,manual_ui-36430016,Squad_Icon,0,0
6430021,Grenade,manual_ui-16430021,manual_ui-26430021,manual_ui-36430021,Squad_Icon,1,0
6430201,WorkBench,manual_ui-16430201,manual_ui-26430201,manual_ui-36430201,Squad_Icon,0,0
6440001,Console,manual_ui-16440001,manual_ui-26440001,manual_ui-36440001,Console_Icon,0,0
6440002,Console,manual_ui-16440002,manual_ui-26440002,manual_ui-36440002,Console_Icon,0,0
6440003,iaso,manual_ui-16440003,manual_ui-26440003,manual_ui-36440003,Console_Icon,0,0
6440004,Door_Left,manual_ui-16440004,manual_ui-26440004,manual_ui-36440004,Console_Icon,0,0
6440005,Console,manual_ui-16440005,manual_ui-26440005,manual_ui-36440005,Console_Icon,0,0
6440006,MissileLauncher,manual_ui-16440006,manual_ui-26440006,manual_ui-36440006,Console_Icon,2,0
6440007,Build_PortableEMP,manual_ui-16440007,manual_ui-26440007,manual_ui-36440007,Squad_Icon,0,0
6440008,Build_PortableEMP,manual_ui-16440008,manual_ui-26440008,manual_ui-36440008,Squad_Icon,2,0
6441110,Console_P,manual_ui-16441110,manual_ui-26441110,manual_ui-36441110,Console_Icon,0,0
6441111,Console_P,manual_ui-16441111,manual_ui-26441111,manual_ui-36441111,Console_Icon,0,0
6441112,Console_P,manual_ui-16441112,manual_ui-26441112,manual_ui-36441112,Console_Icon,0,0
6441113,Console_P,manual_ui-16441113,manual_ui-26441113,manual_ui-36441113,Console_Icon,0,0
6441114,Console_P,manual_ui-16441114,manual_ui-26441114,manual_ui-36441114,Console_Icon,0,0
6441115,Console_P,manual_ui-16441115,manual_ui-26441115,manual_ui-36441115,Console_Icon,0,0
6441116,Console_P,manual_ui-16441116,manual_ui-26441116,manual_ui-36441116,Console_Icon,0,0
6441117,Console_P,manual_ui-16441117,manual_ui-26441117,manual_ui-36441117,Console_Icon,0,0
6441118,Console_P,manual_ui-16441118,manual_ui-26441118,manual_ui-36441118,Console_Icon,0,0
6441119,Console_P,manual_ui-16441119,manual_ui-26441119,manual_ui-36441119,Console_Icon,0,0
6449999,golyatplg_d,manual_ui-16449999,manual_ui-26449999,manual_ui-36449999,Console_Icon,2,0
6460001,Boxhouse,manual_ui-16460001,manual_ui-26460001,manual_ui-36460001,Console_Icon,0,0
6470001,Console_P,manual_ui-16470001,manual_ui-26470001,manual_ui-36470001,Console_Icon,0,0
6470002,Console_P,manual_ui-16470002,manual_ui-26470002,manual_ui-36470002,Console_Icon,0,0
6480001,Console,manual_ui-16480001,manual_ui-26480001,manual_ui-36480001,Console_Icon,0,0
6480002,Console,manual_ui-16480002,manual_ui-26480002,manual_ui-36480002,Console_Icon,0,0
6480003,iaso,manual_ui-16480003,manual_ui-26480003,manual_ui-36480003,Console_Icon,0,0
6480004,iaso,manual_ui-16480004,manual_ui-26480004,manual_ui-36480004,Console_Icon,0,0
6480005,Boomer,manual_ui-16480005,manual_ui-26480005,manual_ui-36480005,Console_Icon,0,0
6480006,Boomer,manual_ui-16480006,manual_ui-26480006,manual_ui-36480006,Console_Icon,1,0
6480007,Console,manual_ui-16480007,manual_ui-26480007,manual_ui-36480007,Console_Icon,0,0
6480008,Console,manual_ui-16480008,manual_ui-26480008,manual_ui-36480008,Console_Icon,0,0
6480009,Viscosity_Bomb,manual_ui-16480009,manual_ui-26480009,manual_ui-36480009,Console_Icon,0,0
6480010,Viscosity_Bomb,manual_ui-16480010,manual_ui-26480010,manual_ui-36480010,Console_Icon,1,0
6510001,PortalBlue,manual_ui-16510001,manual_ui-26510001,manual_ui-36510001,Console_Icon,0,0
6510002,PortalBlue,manual_ui-16510002,manual_ui-26510002,manual_ui-36510002,Console_Icon,0,0
6510003,Building_Material1,manual_ui-16510003,manual_ui-26510003,manual_ui-36510003,Console_Icon,0,0
6510004,MissileA1,manual_ui-16510004,manual_ui-26510004,manual_ui-36510004,Console_Icon,0,0
6510005,MissileA2,manual_ui-16510005,manual_ui-26510005,manual_ui-36510005,Console_Icon,2,0
6510006,SpeedTower,manual_ui-16510006,manual_ui-26510006,manual_ui-36510006,Console_Icon,0,0
6510007,SpeeedTower,manual_ui-16510007,manual_ui-26510007,manual_ui-36510007,Console_Icon,2,0
6510008,Portal_hg_1,manual_ui-16510008,manual_ui-26510008,manual_ui-36510008,Console_Icon,0,0
6510009,Portal_ar_2,manual_ui-16510009,manual_ui-26510009,manual_ui-36510009,Console_Icon,2,0
6510010,PylonTower_A_1,manual_ui-16510010,manual_ui-26510010,manual_ui-36510010,Console_Icon,0,0
6510011,PylonTower_A_2,manual_ui-16510011,manual_ui-26510011,manual_ui-36510011,Console_Icon,2,0
6510012,MissileA1,manual_ui-16510012,manual_ui-26510012,manual_ui-36510012,Console_Icon,2,0
6510013,MissileA2,manual_ui-16510013,manual_ui-26510013,manual_ui-36510013,Console_Icon,2,0
6510014,MissileB2,manual_ui-16510014,manual_ui-26510014,manual_ui-36510014,Console_Icon,2,0
6510015,MissileA3,manual_ui-16510015,manual_ui-26510015,manual_ui-36510015,Console_Icon,2,0
6510016,MissileB3,manual_ui-16510016,manual_ui-26510016,manual_ui-36510016,Console_Icon,2,0
6510017,Portal_hg_1,manual_ui-16510017,manual_ui-26510017,manual_ui-36510017,Console_Icon,2,0
6510018,Portal_ar_2,manual_ui-16510018,manual_ui-26510018,manual_ui-36510018,Console_Icon,2,0
6510019,Portal_rf_2,manual_ui-16510019,manual_ui-26510019,manual_ui-36510019,Console_Icon,2,0
6510020,Portal_mg_2,manual_ui-16510020,manual_ui-26510020,manual_ui-36510020,Console_Icon,2,0
6510021,Portal_ar_3,manual_ui-16510021,manual_ui-26510021,manual_ui-36510021,Console_Icon,2,0
6510022,Portal_rf_3,manual_ui-16510022,manual_ui-26510022,manual_ui-36510022,Console_Icon,2,0
6510023,Portal_mg_3,manual_ui-16510023,manual_ui-26510023,manual_ui-36510023,Console_Icon,2,0
6510024,SpeedTower,manual_ui-16510024,manual_ui-26510024,manual_ui-36510024,Console_Icon,2,0
6510025,SpeeedTower,manual_ui-16510025,manual_ui-26510025,manual_ui-36510025,Console_Icon,2,0
6510026,SpeeeedTower,manual_ui-16510026,manual_ui-26510026,manual_ui-36510026,Console_Icon,2,0
6510027,PylonTower_A_1,manual_ui-16510027,manual_ui-26510027,manual_ui-36510027,Console_Icon,2,0
6510028,PylonTower_A_2,manual_ui-16510028,manual_ui-26510028,manual_ui-36510028,Console_Icon,2,0
6510029,PylonTower_B_2,manual_ui-16510029,manual_ui-26510029,manual_ui-36510029,Console_Icon,2,0
6510030,PylonTower_A_3,manual_ui-16510030,manual_ui-26510030,manual_ui-36510030,Console_Icon,2,0
6510031,PylonTower_B_3,manual_ui-16510031,manual_ui-26510031,manual_ui-36510031,Console_Icon,2,0
6510032,Console,manual_ui-16510032,manual_ui-26510032,manual_ui-36510032,Console_Icon,0,0
6510033,Console,manual_ui-16510033,manual_ui-26510033,manual_ui-36510033,Console_Icon,0,0
6510034,Console,manual_ui-16510034,manual_ui-26510034,manual_ui-36510034,Console_Icon,0,0
6510035,Console,manual_ui-16510035,manual_ui-26510035,manual_ui-36510035,Console_Icon,0,0
6510036,PylonTower_A_3,manual_ui-16510036,manual_ui-26510036,manual_ui-36510036,Console_Icon,0,0
6510037,PylonTower_A_3,manual_ui-16510037,manual_ui-26510037,manual_ui-36510037,Console_Icon,2,0
6510038,MissileB3,manual_ui-16510038,manual_ui-26510038,manual_ui-36510038,Console_Icon,0,0
6510039,MissileB3,manual_ui-16510039,manual_ui-26510039,manual_ui-36510039,Console_Icon,2,0
6510040,SpeeeedTower,manual_ui-16510040,manual_ui-26510040,manual_ui-36510040,Console_Icon,2,0
6510041,Console,manual_ui-16510041,manual_ui-26510041,manual_ui-36510041,Console_Icon,0,0
6510042,Console,manual_ui-16510042,manual_ui-26510042,manual_ui-36510042,Console_Icon,0,0
6510043,Console,manual_ui-16510043,manual_ui-26510043,manual_ui-36510043,Console_Icon,0,0
6510044,Control_Center,manual_ui-16510044,manual_ui-26510044,manual_ui-36510044,Console_Icon,0,0
6510045,Console,manual_ui-16510045,manual_ui-26510045,manual_ui-36510045,Console_Icon,0,0
6510046,Viscosity_Bomb,manual_ui-16510046,manual_ui-26510046,manual_ui-36510046,Console_Icon,0,0
6510047,Viscosity_Bomb,manual_ui-16510047,manual_ui-26510047,manual_ui-36510047,Console_Icon,0,0
6510048,MissileB3,manual_ui-16510048,manual_ui-26510048,manual_ui-36510048,Console_Icon,0,0
6510049,Console,manual_ui-16510049,manual_ui-26510049,manual_ui-36510049,Console_Icon,0,0
6510050,Console,manual_ui-16510050,manual_ui-26510050,manual_ui-36510050,Console_Icon,0,0
6510051,PortalRed,manual_ui-16510051,manual_ui-26510051,manual_ui-36510051,Console_Icon,0,0
6510052,PortalRed,manual_ui-16510052,manual_ui-26510052,manual_ui-36510052,Console_Icon,0,0
6510053,MissileB2,manual_ui-16510053,manual_ui-26510053,manual_ui-36510053,Console_Icon,2,0
6510054,MissileA3,manual_ui-16510054,manual_ui-26510054,manual_ui-36510054,Console_Icon,2,0
6510055,MissileB3,manual_ui-16510055,manual_ui-26510055,manual_ui-36510055,Console_Icon,2,0
6510056,SpeeeedTower,manual_ui-16510056,manual_ui-26510056,manual_ui-36510056,Console_Icon,2,0
6510057,Portal_rf_2,manual_ui-16510057,manual_ui-26510057,manual_ui-36510057,Console_Icon,2,0
6510058,Portal_mg_2,manual_ui-16510058,manual_ui-26510058,manual_ui-36510058,Console_Icon,2,0
6510059,Portal_ar_3,manual_ui-16510059,manual_ui-26510059,manual_ui-36510059,Console_Icon,2,0
6510060,Portal_rf_3,manual_ui-16510060,manual_ui-26510060,manual_ui-36510060,Console_Icon,2,0
6510061,Portal_mg_3,manual_ui-16510061,manual_ui-26510061,manual_ui-36510061,Console_Icon,2,0
6510062,PylonTower_B_2,manual_ui-16510062,manual_ui-26510062,manual_ui-36510062,Console_Icon,2,0
6510063,PylonTower_A_3,manual_ui-16510063,manual_ui-26510063,manual_ui-36510063,Console_Icon,2,0
6510064,PylonTower_B_3,manual_ui-16510064,manual_ui-26510064,manual_ui-36510064,Console_Icon,2,0
6510065,Building_Material2,manual_ui-16510065,manual_ui-26510065,manual_ui-36510065,Console_Icon,0,0
6510066,PylonTower_B_3,manual_ui-16510066,manual_ui-26510066,manual_ui-36510066,Console_Icon,0,0
6510067,PylonTower_B_3,manual_ui-16510067,manual_ui-26510067,manual_ui-36510067,Console_Icon,2,0
8120301,Door_Left,manual_ui-18120301,manual_ui-28120301,manual_ui-38120301,Console_Icon,0,0
8120302,Door_Left,manual_ui-18120302,manual_ui-28120302,manual_ui-38120302,Console_Icon,0,0
8120303,Door_Left,manual_ui-18120303,manual_ui-28120303,manual_ui-38120303,Console_Icon,0,0
8120304,Door_Left,manual_ui-18120304,manual_ui-28120304,manual_ui-38120304,Console_Icon,0,0
8120305,Door_Left,manual_ui-18120305,manual_ui-28120305,manual_ui-38120305,Console_Icon,0,0
8120701,RuinedBuilding,manual_ui-18120701,manual_ui-28120701,manual_ui-38120701,Squad_Icon,0,0
8120709,EMP,manual_ui-18120709,manual_ui-28120709,manual_ui-38120709,Squad_Icon,0,0
9130101,Build_FireStealer,manual_ui-19130101,manual_ui-29130101,manual_ui-39130101,Squad_Icon,0,0
9130114,Rock,manual_ui-19130114,manual_ui-29130114,manual_ui-39130114,Squad_Icon,0,0
9130201,ADK,manual_ui-19130201,manual_ui-29130201,manual_ui-39130201,Squad_Icon,0,0
9130506,Door_Left,manual_ui-19130506,manual_ui-29130506,manual_ui-39130506,Squad_Icon,0,0
9130507,Door_Left,manual_ui-19130507,manual_ui-29130507,manual_ui-39130507,Squad_Icon,0,0
9321201,Door_Left,manual_ui-19321201,manual_ui-29321201,manual_ui-39321201,Console_Icon,0,0
9321202,Door_Left,manual_ui-19321202,manual_ui-29321202,manual_ui-39321202,Console_Icon,0,0
9321203,Door_Left,manual_ui-19321203,manual_ui-29321203,manual_ui-39321203,Console_Icon,0,0
9321206,Door_Left,manual_ui-19321206,manual_ui-29321206,manual_ui-39321206,Console_Icon,0,0
9321208,Door_Left,manual_ui-19321208,manual_ui-29321208,manual_ui-39321208,Console_Icon,0,0
9321210,Door_Left,manual_ui-19321210,manual_ui-29321210,manual_ui-39321210,Console_Icon,0,0
9321212,Door_Left,manual_ui-19321212,manual_ui-29321212,manual_ui-39321212,Console_Icon,0,0
9321214,Door_Left,manual_ui-19321214,manual_ui-29321214,manual_ui-39321214,Console_Icon,0,0
9321215,Door_Left,manual_ui-19321215,manual_ui-29321215,manual_ui-39321215,Console_Icon,0,0
9321216,Door_Left,manual_ui-19321216,manual_ui-29321216,manual_ui-39321216,Console_Icon,0,0
9321217,Console,manual_ui-19321217,manual_ui-29321217,manual_ui-39321217,Squad_Icon,0,0
9321218,Console,manual_ui-19321218,manual_ui-29321218,manual_ui-39321218,Squad_Icon,0,0
9321223,Door_Left,manual_ui-19321223,manual_ui-29321223,manual_ui-39321223,Console_Icon,0,0
9321225,Door_Left,manual_ui-19321225,manual_ui-29321225,manual_ui-39321225,Console_Icon,0,0
9321503,Boomer,manual_ui-19321503,manual_ui-29321503,manual_ui-39321503,Squad_Icon,0,0
9322301,Console_P,manual_ui-19322301,manual_ui-29322301,manual_ui-39322301,Console_Icon,0,0
9332102,Substation,manual_ui-19332102,manual_ui-29332102,manual_ui-39332102,Console_Icon,0,0
9332103,Substation,manual_ui-19332103,manual_ui-29332103,manual_ui-39332103,Console_Icon,0,0
9332106,EMP,manual_ui-19332106,manual_ui-29332106,manual_ui-39332106,Squad_Icon,0,0
9332110,Detonator,manual_ui-19332110,manual_ui-29332110,manual_ui-39332110,Squad_Icon,0,0
9332114,Boomer,manual_ui-19332114,manual_ui-29332114,manual_ui-39332114,Squad_Icon,0,0
9333021,Boomer,manual_ui-19333021,manual_ui-29333021,manual_ui-39333021,Squad_Icon,0,0
9333210,Door_Left,manual_ui-19333210,manual_ui-29333210,manual_ui-39333210,Console_Icon,0,0
9333211,Door_Left,manual_ui-19333211,manual_ui-29333211,manual_ui-39333211,Console_Icon,0,0
9333212,Door_Left,manual_ui-19333212,manual_ui-29333212,manual_ui-39333212,Console_Icon,0,0
9333213,Door_Left,manual_ui-19333213,manual_ui-29333213,manual_ui-39333213,Console_Icon,0,0
