id,reward_gun_pool,equip_s_probability,draw_event_s_id,enemy_leader,if_stay,correction_belong,correction_turn,limit_guns,limit_equips,ai,ai_content,enemy_type_display,use_building,use_building_skill,team_confrontfun_pic,team_confrontfun_des,effect_ext,targettrain_cancollect
1450,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10006,0,,,,,0,,,,,,enemy_team-10001450,0,1
1451,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10007,0,,,,,0,,,,,,enemy_team-10001451,0,1
1452,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001452,0,1
1453,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,36,60",,0,10012,1,,,,,0,,,,,,enemy_team-10001453,0,1
1454,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10002,0,,,,,0,,,,,,enemy_team-10001454,0,1
1455,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10009,0,,,,,0,,,,,,enemy_team-10001455,0,1
1456,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001456,0,1
1457,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,103,66,78",,0,10008,1,,,,,0,,,,,,enemy_team-10001457,0,1
1458,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001458,0,1
1459,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10002,0,,,,,0,,,,,,enemy_team-10001459,0,1
1460,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10008,0,,,,,0,,,,,,enemy_team-10001460,0,1
1461,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,39,69",,0,10012,1,,,,,0,,,,,,enemy_team-10001461,0,1
1462,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10006,0,,,,,0,,,,,,enemy_team-10001462,0,1
1463,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001463,0,1
1464,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10002,0,,,,,0,,,,,,enemy_team-10001464,0,1
1465,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,42,118,88",,0,10009,1,,,,,0,,,,,,enemy_team-10001465,0,1
1466,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10012,0,,,,,0,,,,,,enemy_team-10001466,0,1
1467,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10008,0,,,,,0,,,,,,enemy_team-10001467,0,1
1468,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10003,0,,,,,0,,,,,,enemy_team-10001468,0,1
1469,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,36,72,75,187",,0,900081,1,,,187,,0,,,,,,enemy_team-10001469,0,1
1470,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10006,0,,,,,0,,,,,,enemy_team-10001470,0,1
1471,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001471,0,1
1472,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10007,0,,,,,0,,,,,,enemy_team-10001472,0,1
1473,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,26,39,60",,0,10017,1,,,,,0,,,,,,enemy_team-10001473,0,1
1474,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10001,0,,,,,0,,,,,,enemy_team-10001474,0,1
1475,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001475,0,1
1476,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10007,0,,,,,0,,,,,,enemy_team-10001476,0,1
1477,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,103,69,88",,0,10012,1,,,,,0,,,,,,enemy_team-10001477,0,1
1478,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10012,0,,,,,0,,,,,,enemy_team-10001478,0,1
1479,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10002,0,,,,,0,,,,,,enemy_team-10001479,0,1
1480,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10008,0,,,,,0,,,,,,enemy_team-10001480,0,1
1481,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,42,72,75",,0,10008,1,,,,,0,,,,,,enemy_team-10001481,0,1
1482,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10017,0,,,,,0,,,,,,enemy_team-10001482,0,1
1483,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10006,1,,,,,0,,,,,,enemy_team-10001483,0,1
1484,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10008,0,,,,,0,,,,,,enemy_team-10001484,0,1
1485,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,101,36,66,85,62,187",,0,900082,1,,,187,,0,,,,,,enemy_team-10001485,0,1
1486,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,62,80002,0,,,,,0,,,,,,enemy_team-10001486,0,1
1487,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,62,80001,1,,,,,0,,,,,,enemy_team-10001487,0,1
1488,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,62,80003,1,,,,,0,,,,,,enemy_team-10001488,0,1
1489,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89",,62,80005,0,,,,,102,2,,,,,enemy_team-10001489,0,1
1490,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,63,80002,0,,,,,0,,,,,,enemy_team-10001490,0,1
1491,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,63,80001,1,,,,,0,,,,,,enemy_team-10001491,0,1
1492,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,63,80003,1,,,,,0,,,,,,enemy_team-10001492,0,1
1493,,,0,80002,0,,,,,0,,,,,,enemy_team-10001493,0,1
1494,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,10008,0,,,,,102,1,,,,,enemy_team-10001494,0,1
1495,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,60,42,1004",,64,80005,0,,,,,102,2,,,,,enemy_team-10001495,0,1
1496,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,64,80002,0,,,,,0,,,,,,enemy_team-10001496,0,1
1497,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,64,80001,0,,,,,0,,,,,,enemy_team-10001497,0,1
1498,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1004,0",,64,80003,0,,,1004,,0,,,,,,enemy_team-10001498,0,1
1499,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,60,42,1004",,0,10012,1,,,1004,,0,,,,,,enemy_team-10001499,0,1
1500,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,101,118,39,1004",,65,900084,1,,,1004,,0,,,,,,enemy_team-10001500,0,1
1501,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,65,80003,0,,,,,103,,,,,,enemy_team-10001501,0,1
1502,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10012,0,,,,,103,,,,,,enemy_team-10001502,0,1
1503,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1004,0",,0,10008,0,,,1004,,103,,,,,,enemy_team-10001503,0,1
1504,,,0,80002,0,,,,,0,,,,,,enemy_team-10001504,0,1
1505,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1004,0",,66,80005,0,,,,,101,"5069,5066,5060,5063,5057",,,,,enemy_team-10001505,0,1
1506,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1004,0",,66,80005,0,,,,,101,"5068,5081,5079",,,,,enemy_team-10001506,0,1
1507,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1004,0",,66,80005,0,,,,,101,"5077,5072,5076",,,,,enemy_team-10001507,0,1
1508,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001508,0,1
1509,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,66,80003,0,,,,,0,,,,,,enemy_team-10001509,0,1
1510,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1004,0",,0,10016,0,,,1004,,0,,,,,,enemy_team-10001510,0,1
1511,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,66,36,78,1004",,0,900051,1,"-80,-80,0",,1004,,0,,,,,,enemy_team-10001511,0,0
1512,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,103,69,88,1005",,67,900085,1,,,1005,,0,,,,,,enemy_team-10001512,0,1
1513,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1005,0",,67,80005,0,,,,,101,"5093,5094,5095,5109",,,,,enemy_team-10001513,0,1
1514,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,67,80002,1,,,,,0,,,,,,enemy_team-10001514,0,1
1515,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10016,1,,,,,0,,,,,,enemy_team-10001515,0,1
1516,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1005,0",,0,900026,0,,,1005,,102,1,,,,,enemy_team-10001516,0,1
1517,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1005,0",,68,80005,0,,,,,101,"5127,5112,5131,5117",,,,,enemy_team-10001517,0,1
1518,,,0,80002,0,,,,,0,,,,,,enemy_team-10001518,0,1
1519,,,0,10002,0,,,,,0,,,,,,enemy_team-10001519,0,1
1520,,,0,80003,0,,,,,0,,,,,,enemy_team-10001520,0,1
1521,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,68,80002,0,,,,,0,,,,,,enemy_team-10001521,0,1
1522,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10002,1,,,,,0,,,,,,enemy_team-10001522,0,1
1523,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1005,0",,68,80003,1,,,1005,,0,,,,,,enemy_team-10001523,0,1
1524,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,101,39,78,1005",,0,900026,1,,,1005,,0,,,,,,enemy_team-10001524,0,1
1525,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1005,0",,68,80005,0,,,,,101,"5114,5115,5113",,,,,enemy_team-10001525,0,1
1526,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1005,0",,68,80005,0,,,,,101,"5135,5136",,,,,enemy_team-10001526,0,1
1527,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1005,0",,69,80005,0,,,,,101,"5147,5162,5163,5167",,,,,enemy_team-10001527,0,1
1528,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10016,1,,,,,0,,,,,,enemy_team-10001528,0,1
1529,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,69,80003,1,,,,,0,,,,,,enemy_team-10001529,0,1
1530,,,0,900026,0,,,,,0,,,,,,enemy_team-10001530,0,1
1531,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,60,42,78,1005",,69,900083,1,,,1005,,0,,,,,,enemy_team-10001531,0,1
1532,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1005,0",,69,80005,0,,,,,101,"5144,5171,5151",,,,,enemy_team-10001532,0,1
1533,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1005,0",,69,80005,0,,,,,101,"5172,5173,5151",,,,,enemy_team-10001533,0,1
1534,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1005,0",,0,900026,1,,,1005,,0,,,,,,enemy_team-10001534,0,1
1535,,,0,10004,1,,,,,0,,,,,,enemy_team-10001535,0,1
1536,,,0,10005,1,,,,,0,,,,,,enemy_team-10001536,0,1
1537,,,0,80002,1,,,,,0,,,,,,enemy_team-10001537,0,1
1538,,,0,80005,0,,,,,101,"5106,5104,5179,5101",,,,,enemy_team-10001538,0,1
1539,,,0,900051,1,"-30,-30,0",,,,0,,,,,,enemy_team-10001539,0,0
1540,,,0,900051,1,"-30,-30,0",,,,0,,,,,,enemy_team-10001540,0,0
1541,,,0,900051,1,"-40,-40,0",,,,0,,,,,,enemy_team-10001541,0,0
1542,,,0,900051,1,"-60,-60,0",,,,0,,,,,,enemy_team-10001542,0,0
1543,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10004,0,,,,,0,,,,,,enemy_team-10001543,0,1
1544,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001544,0,1
1545,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10002,0,,,,,0,,,,,,enemy_team-10001545,0,1
1546,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,100,101,118",,0,10012,0,,,,,0,,,,,,enemy_team-10001546,0,1
1547,,,0,10009,0,,,,,0,,,,,,enemy_team-10001547,0,1
1548,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,39,69",,0,900051,1,"-100,-100,0",,,,0,,,,,,enemy_team-10001548,0,0
1549,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10004,0,,,,,0,,,,,,enemy_team-10001549,0,1
1550,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001550,0,1
1551,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10002,0,,,,,0,,,,,,enemy_team-10001551,0,1
1552,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,26,39,69",,0,10008,0,,,,,0,,,,,,enemy_team-10001552,0,1
1553,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,60,78",,0,10008,0,,,,,0,,,,,,enemy_team-10001553,0,1
1554,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10003,0,,,,,0,,,,,,enemy_team-10001554,0,1
1555,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10006,0,,,,,0,,,,,,enemy_team-10001555,0,1
1556,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001556,0,1
1557,,,0,10004,0,,,,,0,,,,,,enemy_team-10001557,0,1
1558,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,36,88",,0,900051,1,"-100,-100,0",,,,0,,,,,,enemy_team-10001558,0,0
1559,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,101,36,88",,0,10012,0,,,,,0,,,,,,enemy_team-10001559,0,1
1560,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10006,0,,,,,0,,,,,,enemy_team-10001560,0,1
1561,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10005,0,,,,,0,,,,,,enemy_team-10001561,0,1
1562,,,0,10027,0,,,,,0,,,,,,enemy_team-10001562,0,1
1563,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,42,66,75",,0,10006,0,,,,,0,,,,,,enemy_team-10001563,0,1
1564,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10002,0,,,,,0,,,,,,enemy_team-10001564,0,1
1565,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10003,0,,,,,0,,,,,,enemy_team-10001565,0,1
1566,,,0,10004,0,,,,,0,,,,,,enemy_team-10001566,0,1
1567,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,42,66,75",,0,900051,1,"-100,-100,0",,,,0,,,,,,enemy_team-10001567,0,0
1568,,,0,10027,0,,,,,0,,,,,,enemy_team-10001568,0,1
1569,,,0,900026,0,,,,,0,,,,,,enemy_team-10001569,0,1
1570,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,23,39,118,85,200",,0,900087,0,,,200,,0,,,,,,enemy_team-10001570,0,1
1571,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10012,0,,,,,0,,,,,,enemy_team-10001571,0,1
1572,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10006,0,,,,,0,,,,,,enemy_team-10001572,0,1
1573,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10009,0,,,,,0,,,,,,enemy_team-10001573,0,1
1574,,,0,900086,0,,,,,102,1,,,,,enemy_team-10001574,0,1
1575,,,0,900035,0,,,,,102,1,,,,,enemy_team-10001575,0,1
1576,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,1,103,36,69",,0,10012,0,,,,,0,,,,,,enemy_team-10001576,0,1
1577,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10002,1,,,,,0,,,,,,enemy_team-10001577,0,1
1578,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10006,0,,,,,0,,,,,,enemy_team-10001578,0,1
1579,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10017,0,,,,,0,,,,,,enemy_team-10001579,0,1
1580,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,42,66,88",,0,10029,0,,,,,0,,,,,,enemy_team-10001580,0,1
1581,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10029,0,,,,,0,,,,,,enemy_team-10001581,0,1
1582,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10029,0,,,,,0,,,,,,enemy_team-10001582,0,1
1583,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,26,42,66,88",,0,10021,0,,,,,0,,,,,,enemy_team-10001583,0,1
1584,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,100,36,72,75",,0,900026,1,,,,,0,,,,,,enemy_team-10001584,0,1
1585,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10008,0,,,,,0,,,,,,enemy_team-10001585,0,1
1586,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10002,0,,,,,0,,,,,,enemy_team-10001586,0,1
1587,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10004,0,,,,,0,,,,,,enemy_team-10001587,0,1
1588,,,0,10027,1,,,,,0,,,,,,enemy_team-10001588,0,1
1589,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10024,0,,,,,0,,,,,,enemy_team-10001589,0,1
1590,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10025,0,,,,,0,,,,,,enemy_team-10001590,0,1
1591,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,99,23,60,78,135,200",,0,10027,0,,,200,,0,,,,,,enemy_team-10001591,0,1
1592,,,0,900026,1,,,,,0,,1,,,,enemy_team-10001592,0,1
1593,,,0,10024,0,,"1:5,2:10,3:15,4:20,5:25,6:30,7:35,8:40,9:45,10:50,11:55,12:60",,,0,,,,,,enemy_team-10001593,0,1
1594,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10001,0,,,,,103,,,,,,enemy_team-10001594,0,1
1595,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10003,0,,,,,103,,,,,,enemy_team-10001595,0,1
1596,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89",,0,10002,0,,,,,103,,,,,,enemy_team-10001596,0,1
1597,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10002,0,,,,,103,,,,,,enemy_team-10001597,0,1
1598,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10004,0,,,,,103,,,,,,enemy_team-10001598,0,1
1599,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86",,0,10005,0,,,,,103,,,,,,enemy_team-10001599,0,1
1600,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10002,0,,,,,103,,,,,,enemy_team-10001600,0,1
1601,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10004,0,,,,,103,,,,,,enemy_team-10001601,0,1
1602,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,217,0",,0,10005,0,,,217,,103,,,,,,enemy_team-10001602,0,1
1603,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,99,217",,0,10021,0,,,217,,102,2,,,,,enemy_team-10001603,0,1
1604,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,0",,0,10003,0,,,,,103,,,,,,enemy_team-10001604,0,1
1605,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,0",,0,10009,0,,,,,103,,,,,,enemy_team-10001605,0,1
1606,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,268,193,202,0",,0,10007,0,,,"202,268,193",,103,,,,,,enemy_team-10001606,0,1
1607,"2,9,90,139,17,24,31,92,94,41,51,63,71,107,81,87,111,3,8,12,14,18,27,32,37,58,70,77,86,1,101,268,193,202",,0,10008,0,,,"202,268,193",,103,,,,,,enemy_team-10001607,0,1
1608,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,0",,0,10022,1,,,,,0,,1,,,,enemy_team-10001608,0,1
1609,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,0",,0,10005,0,,,,,103,,,,,,enemy_team-10001609,0,1
1610,"5,10,91,141,21,25,33,93,94,40,47,52,68,74,133,82,110,6,11,13,3,22,29,34,44,61,105,80,89,265,84,0",,0,10006,0,,,"265,84",,103,,,,,,enemy_team-10001610,0,1
